Date,Strawberry
1/3/2015,2.717703865
1/4/2015,2.714004025
1/5/2015,2.709910975
1/6/2015,2.718308792
1/7/2015,2.707790241
1/8/2015,2.715151474
1/9/2015,2.713811979
1/10/2015,2.721367941
1/11/2015,2.704506145
1/12/2015,2.72578393
1/13/2015,2.724001155
1/14/2015,2.743019447
1/15/2015,2.747213886
1/16/2015,2.743300185
1/17/2015,2.743761883
1/18/2015,2.697119699
1/19/2015,2.743192718
1/20/2015,1.35747324
1/21/2015,1.35747324
1/22/2015,1.35747324
1/23/2015,1.35747324
1/24/2015,1.35747324
1/25/2015,1.35747324
1/26/2015,1.35747324
1/27/2015,1.357526526
1/28/2015,1.357526526
1/29/2015,1.357526526
1/30/2015,1.357526526
1/31/2015,1.357526526
2/1/2015,1.357526526
2/2/2015,1.357526526
2/3/2015,1.357526526
2/4/2015,1.357526526
2/5/2015,1.357526526
2/6/2015,1.357526526
2/7/2015,1.357526526
2/8/2015,1.357575253
2/9/2015,1.357575253
2/10/2015,1.357575253
2/11/2015,1.357575253
2/12/2015,1.357575253
2/13/2015,1.357575253
2/14/2015,1.357575253
2/15/2015,1.357575253
2/16/2015,1.357575253
2/17/2015,1.357575253
2/18/2015,1.357575253
2/19/2015,1.357575253
2/20/2015,1.357618526
2/21/2015,1.357618526
2/22/2015,1.357618526
2/23/2015,1
2/24/2015,1
2/25/2015,1
2/26/2015,1
2/27/2015,1
2/28/2015,1.001046375
3/1/2015,0.994699196
3/2/2015,1
3/3/2015,1
3/4/2015,0.94
3/5/2015,0.94
3/6/2015,0.94
3/7/2015,0.93577616
3/8/2015,0.940814332
3/9/2015,0.94
3/10/2015,0.94
3/11/2015,0.89
3/12/2015,0.83
3/13/2015,0.78
3/14/2015,0.750911117
3/15/2015,0.77517581
3/16/2015,0.78
3/17/2015,0.72
3/18/2015,0.72
3/19/2015,0.72
3/20/2015,0.72
3/21/2015,0.739393667
3/22/2015,0.827060283
3/23/2015,0.83
3/24/2015,0.83
3/25/2015,0.83
3/26/2015,0.83
3/27/2015,0.83
3/28/2015,0.934333131
3/29/2015,1.008164779
3/30/2015,0.94
3/31/2015,0.94
4/1/2015,0.94
4/2/2015,0.94
4/3/2015,1
4/4/2015,1.015301154
4/5/2015,1.065976129
4/6/2015,1.06
4/7/2015,1.06
4/8/2015,1.06
4/9/2015,1.06
4/10/2015,1.11
4/11/2015,1.158005402
4/12/2015,1.142849759
4/13/2015,1.06
4/14/2015,1.11
4/15/2015,1.17
4/16/2015,1.17
4/17/2015,1.17
4/18/2015,1.168120906
4/19/2015,1.195097671
4/20/2015,1.22
4/21/2015,1.22
4/22/2015,1.44
4/23/2015,1.44
4/24/2015,1.44
4/25/2015,1.425791965
4/26/2015,1.424462751
4/27/2015,1.44
4/28/2015,1.44
4/29/2015,1.44
4/30/2015,1.44
5/1/2015,1.44
5/2/2015,1.426926539
5/3/2015,1.401191012
5/4/2015,1.44
5/5/2015,1.44
5/6/2015,1.44
5/7/2015,1.44
5/8/2015,1.44
5/9/2015,1.40028514
5/10/2015,1.372180328
5/11/2015,1.44
5/12/2015,1.44
5/13/2015,1.44
5/14/2015,1.44
5/15/2015,1.22
5/16/2015,1.174469069
5/17/2015,1.150917039
5/18/2015,1.06
5/19/2015,1
5/20/2015,0.78
5/21/2015,0.78
5/22/2015,0.78
5/23/2015,0.750004665
5/24/2015,0.736025751
5/25/2015,0.778223113
5/26/2015,0.78
5/27/2015,0.78
5/28/2015,0.78
5/29/2015,0.83
5/30/2015,0.832217277
5/31/2015,0.854610995
6/1/2015,0.83
6/2/2015,0.89
6/3/2015,0.83
6/4/2015,0.83
6/5/2015,0.83
6/6/2015,0.826922998
6/7/2015,0.874064431
6/8/2015,0.94
6/9/2015,0.94
6/10/2015,0.94
6/11/2015,0.94
6/12/2015,0.94
6/13/2015,0.939125881
6/14/2015,0.982044981
6/15/2015,0.94
6/16/2015,0.94
6/17/2015,0.94
6/18/2015,0.94
6/19/2015,0.94
6/20/2015,0.948246554
6/21/2015,0.96151723
6/22/2015,0.94
6/23/2015,0.94
6/24/2015,0.94
6/25/2015,0.94
6/26/2015,0.94
6/27/2015,0.953716651
6/28/2015,0.950758801
6/29/2015,0.94
6/30/2015,0.94
7/1/2015,0.94
7/2/2015,0.89
7/3/2015,0.900949643
7/4/2015,0.917572454
7/5/2015,0.926983342
7/6/2015,0.89
7/7/2015,0.89
7/8/2015,0.89
7/9/2015,0.89
7/10/2015,0.89
7/11/2015,0.893503115
7/12/2015,0.927689747
7/13/2015,0.89
7/14/2015,0.89
7/15/2015,0.89
7/16/2015,0.89
7/17/2015,0.89
7/18/2015,0.899296061
7/19/2015,0.922569678
7/20/2015,0.939334557
7/21/2015,0.947142736
7/22/2015,0.955843196
7/23/2015,0.968007282
7/24/2015,1.06
7/25/2015,1.070611701
7/26/2015,1.104013697
7/27/2015,1.11
7/28/2015,1.11
7/29/2015,1.11
7/30/2015,1.11
7/31/2015,1.11
8/1/2015,1.106970117
8/2/2015,1.133415357
8/3/2015,1.22
8/4/2015,1.22
8/5/2015,1.22
8/6/2015,1.22
8/7/2015,1.28
8/8/2015,1.291902885
8/9/2015,1.303075627
8/10/2015,1.67
8/11/2015,1.67
8/12/2015,1.67
8/13/2015,1.67
8/14/2015,1.67
8/15/2015,1.687887595
8/16/2015,1.69856529
8/17/2015,1.67
8/18/2015,1.67
8/19/2015,1.67
8/20/2015,1.67
8/21/2015,1.61
8/22/2015,1.616450534
8/23/2015,1.606901959
8/24/2015,1.44
8/25/2015,1.42
8/26/2015,1.42
8/27/2015,1.44
8/28/2015,1.44
8/29/2015,1.451447204
8/30/2015,1.438033566
8/31/2015,1.22
9/1/2015,1.22
9/2/2015,1.22
9/3/2015,1.22
9/4/2015,1.22
9/5/2015,1.227253423
9/6/2015,1.229321942
9/7/2015,1.23140879
9/8/2015,1.22
9/9/2015,1.22
9/10/2015,1.22
9/11/2015,1.22
9/12/2015,1.24319996
9/13/2015,1.247387604
9/14/2015,1.22
9/15/2015,1.22
9/16/2015,1.22
9/17/2015,1.22
9/18/2015,1.22
9/19/2015,1.233686433
9/20/2015,1.246887193
9/21/2015,1.22
9/22/2015,1
9/23/2015,1.11
9/24/2015,1.22
9/25/2015,1.22
9/26/2015,1.23179932
9/27/2015,1.251184986
9/28/2015,1.22
9/29/2015,1.22
9/30/2015,1.22
10/1/2015,1.22
10/2/2015,1.22
10/3/2015,1.23144348
10/4/2015,1.236375169
10/5/2015,1.44
10/6/2015,1.44
10/7/2015,1.44
10/8/2015,1.44
10/9/2015,1.44
10/10/2015,1.471748576
10/11/2015,1.451775417
10/12/2015,1.484710798
10/13/2015,1.56
10/14/2015,1.56
10/15/2015,1.67
10/16/2015,1.67
10/17/2015,1.700997338
10/18/2015,1.716047392
10/19/2015,1.67
10/20/2015,1.67
10/21/2015,1.67
10/22/2015,1.67
10/23/2015,1.67
10/24/2015,1.685232923
10/25/2015,1.670372055
10/26/2015,1.89
10/27/2015,1.89
10/28/2015,1.89
10/29/2015,1.89
10/30/2015,2
10/31/2015,2.030655847
11/1/2015,2.037085817
11/2/2015,2.11
11/3/2015,2.11
11/4/2015,2.11
11/5/2015,2.33
11/6/2015,2.33
11/7/2015,2.367127881
11/8/2015,2.385771022
11/9/2015,2.56
11/10/2015,2.56
11/11/2015,2.588986979
11/12/2015,2.78
11/13/2015,2.78
11/14/2015,2.800003872
11/15/2015,2.822049484
11/16/2015,3.11
11/17/2015,3.11
11/18/2015,3.11
11/19/2015,3.11
11/20/2015,3.11
11/21/2015,3.087732301
11/22/2015,3.042049632
11/23/2015,3.11
11/24/2015,3.11
11/25/2015,3.11
11/26/2015,3.035620198
11/27/2015,3.11
11/28/2015,3.068703995
11/29/2015,3.012679443
11/30/2015,3.11
12/1/2015,2.89
12/2/2015,2.78
12/3/2015,2.78
12/4/2015,2.33
12/5/2015,2.293604419
12/6/2015,2.247831628
12/7/2015,2.33
12/8/2015,2.22
12/9/2015,1.67
12/10/2015,1.67
12/11/2015,1.67
12/12/2015,1.590142623
12/13/2015,1.548850373
12/14/2015,1.44
12/15/2015,1.44
12/16/2015,1.44
12/17/2015,1.44
12/18/2015,1.44
12/19/2015,1.4313377
12/20/2015,1.436106668
12/21/2015,1.432697133
12/22/2015,1.430146441
12/23/2015,1.424488322
12/24/2015,1.4136834
12/25/2015,1.406519756
12/26/2015,1.399228082
12/27/2015,1.396835194
12/28/2015,1.394985006
12/29/2015,1.392557249
12/30/2015,1.387561009
12/31/2015,1.382284031
1/1/2016,1.376279906
1/2/2016,1.374401376
1/3/2016,1.371530697
1/4/2016,1.3725148
1/5/2016,1.371825293
1/6/2016,1.369750515
1/7/2016,1.367023335
1/8/2016,1.363856897
1/9/2016,1.363087729
1/10/2016,1.355923549
1/11/2016,1.364550338
1/12/2016,1.364059225
1/13/2016,1.363367215
1/14/2016,1.35629128
1/15/2016,1.350297258
1/16/2016,1.358114645
1/17/2016,1.347682194
1/18/2016,1.359663174
1/19/2016,1.37572603
1/20/2016,1.381538377
1/21/2016,1.396147654
1/22/2016,1.418138549
1/23/2016,1.357096211
1/24/2016,1.357096211
1/25/2016,1.357096211
1/26/2016,1.357096211
1/27/2016,1.357096211
1/28/2016,1.357096211
1/29/2016,1.357096211
1/30/2016,1.357096211
1/31/2016,1.357096211
2/1/2016,1.357096211
2/2/2016,1.357096211
2/3/2016,1.357162461
2/4/2016,1.357162461
2/5/2016,1.357162461
2/6/2016,1.357162461
2/7/2016,1.357162461
2/8/2016,1.357162461
2/9/2016,1.357162461
2/10/2016,1.357162461
2/11/2016,1.357162461
2/12/2016,1.357162461
2/13/2016,1.357162461
2/14/2016,1.357162461
2/15/2016,1.357219592
2/16/2016,1.357219592
2/17/2016,1.357219592
2/18/2016,1.357219592
2/19/2016,1.357219592
2/20/2016,1.357219592
2/21/2016,1.357219592
2/22/2016,1.357219592
2/23/2016,1.357219592
2/24/2016,1.56
2/25/2016,1.56
2/26/2016,1.44
2/27/2016,1.464004055
2/28/2016,1.444355444
2/29/2016,1.11
3/1/2016,1
3/2/2016,0.89
3/3/2016,0.83
3/4/2016,0.83
3/5/2016,0.787605435
3/6/2016,0.838557706
3/7/2016,0.83
3/8/2016,0.83
3/9/2016,1
3/10/2016,1
3/11/2016,1
3/12/2016,1.049470351
3/13/2016,1.070543573
3/14/2016,1.06
3/15/2016,1.06
3/16/2016,1
3/17/2016,1.06
3/18/2016,1.17
3/19/2016,1.176302538
3/20/2016,1.177040324
3/21/2016,1.22
3/22/2016,1.22
3/23/2016,1.11
3/24/2016,1.11
3/25/2016,1.11
3/26/2016,1.106458173
3/27/2016,1.093549416
3/28/2016,1.11
3/29/2016,1.11
3/30/2016,1.06
3/31/2016,1.06
4/1/2016,1.11
4/2/2016,1.146786884
4/3/2016,1.163023636
4/4/2016,1.24
4/5/2016,1.22
4/6/2016,1.22
4/7/2016,1.22
4/8/2016,1.22
4/9/2016,1.23381947
4/10/2016,1.2319531
4/11/2016,1.39
4/12/2016,1.39
4/13/2016,1.39
4/14/2016,1.39
4/15/2016,1.39
4/16/2016,1.394824073
4/17/2016,1.387394176
4/18/2016,1.44
4/19/2016,1.44
4/20/2016,1.44
4/21/2016,1.44
4/22/2016,1.44
4/23/2016,1.428714321
4/24/2016,1.412237153
4/25/2016,1.44
4/26/2016,1.44
4/27/2016,1.44
4/28/2016,1.44
4/29/2016,1.44
4/30/2016,1.426144407
5/1/2016,1.419398919
5/2/2016,1.67
5/3/2016,1.44
5/4/2016,1.22
5/5/2016,1.11
5/6/2016,1
5/7/2016,0.965274379
5/8/2016,1.034847662
5/9/2016,1
5/10/2016,0.94
5/11/2016,0.83
5/12/2016,0.83
5/13/2016,0.83
5/14/2016,0.82620971
5/15/2016,0.869504676
5/16/2016,0.89
5/17/2016,0.89
5/18/2016,0.884313509
5/19/2016,0.94
5/20/2016,0.94
5/21/2016,0.951189921
5/22/2016,0.98314254
5/23/2016,1
5/24/2016,1
5/25/2016,1
5/26/2016,1
5/27/2016,1
5/28/2016,1.000271127
5/29/2016,1.013455168
5/30/2016,1.000423119
5/31/2016,0.94
6/1/2016,0.94
6/2/2016,0.94
6/3/2016,0.94
6/4/2016,0.967566953
6/5/2016,0.956895337
6/6/2016,0.94
6/7/2016,0.94
6/8/2016,0.94
6/9/2016,1
6/10/2016,1
6/11/2016,1.00398241
6/12/2016,1.000595853
6/13/2016,1.06
6/14/2016,1
6/15/2016,0.94
6/16/2016,0.89
6/17/2016,0.89
6/18/2016,0.870032445
6/19/2016,0.880966649
6/20/2016,0.83
6/21/2016,0.83
6/22/2016,0.83
6/23/2016,0.83
6/24/2016,0.83
6/25/2016,0.835948721
6/26/2016,0.851299719
6/27/2016,0.83
6/28/2016,0.83
6/29/2016,0.83
6/30/2016,0.83
7/1/2016,0.83
7/2/2016,0.846464903
7/3/2016,0.862881676
7/4/2016,0.886938319
7/5/2016,0.83
7/6/2016,0.83
7/7/2016,0.83
7/8/2016,0.83
7/9/2016,0.845757962
7/10/2016,0.858600602
7/11/2016,0.83
7/12/2016,0.83
7/13/2016,0.83
7/14/2016,0.83
7/15/2016,0.83
7/16/2016,0.832831771
7/17/2016,0.850141317
7/18/2016,0.89
7/19/2016,0.94
7/20/2016,0.94
7/21/2016,0.94
7/22/2016,0.94
7/23/2016,0.949826643
7/24/2016,0.973608092
7/25/2016,1.06
7/26/2016,1.06
7/27/2016,1
7/28/2016,0.94
7/29/2016,0.94
7/30/2016,0.938015447
7/31/2016,0.952479974
8/1/2016,0.94
8/2/2016,0.94
8/3/2016,1
8/4/2016,1
8/5/2016,1
8/6/2016,1.011378244
8/7/2016,1.033977733
8/8/2016,1.08
8/9/2016,1.08
8/10/2016,1.17
8/11/2016,1.17
8/12/2016,1.25
8/13/2016,1.268337981
8/14/2016,1.290529773
8/15/2016,1.28
8/16/2016,1.28
8/17/2016,1.33
8/18/2016,1.33
8/19/2016,1.33
8/20/2016,1.339208648
8/21/2016,1.346713469
8/22/2016,1.33
8/23/2016,1.33
8/24/2016,1.14
8/25/2016,1.11
8/26/2016,1.11
8/27/2016,1.089545951
8/28/2016,1.084684447
8/29/2016,0.94
8/30/2016,0.89
8/31/2016,0.89
9/1/2016,0.89
9/2/2016,0.89
9/3/2016,0.87955992
9/4/2016,0.894057349
9/5/2016,0.910782621
9/6/2016,0.89
9/7/2016,0.83
9/8/2016,0.83
9/9/2016,0.83
9/10/2016,0.814131275
9/11/2016,0.838500217
9/12/2016,0.83
9/13/2016,0.83
9/14/2016,0.83
9/15/2016,0.83
9/16/2016,0.83
9/17/2016,0.839610965
9/18/2016,0.887140915
9/19/2016,0.83
9/20/2016,0.83
9/21/2016,0.83
9/22/2016,0.83
9/23/2016,0.83
9/24/2016,0.831974313
9/25/2016,0.875221447
9/26/2016,0.83
9/27/2016,0.83
9/28/2016,0.94
9/29/2016,0.94
9/30/2016,1.06
10/1/2016,1.078852341
10/2/2016,1.089168296
10/3/2016,1.06
10/4/2016,1.06
10/5/2016,1
10/6/2016,1
10/7/2016,1
10/8/2016,0.990078822
10/9/2016,1.002965943
10/10/2016,1.008833275
10/11/2016,0.94
10/12/2016,0.83
10/13/2016,0.83
10/14/2016,0.83
10/15/2016,0.826587991
10/16/2016,0.858578876
10/17/2016,0.89
10/18/2016,1
10/19/2016,1
10/20/2016,1.11
10/21/2016,1.11
10/22/2016,1.147685424
10/23/2016,1.168425426
10/24/2016,1.44
10/25/2016,1.78
10/26/2016,1.78
10/27/2016,2.11
10/28/2016,2.11
10/29/2016,2.170524464
10/30/2016,2.208554254
10/31/2016,2.22
11/1/2016,2.22
11/2/2016,2.44
11/3/2016,2.56
11/4/2016,2.67
11/5/2016,2.723111019
11/6/2016,2.745982037
11/7/2016,2.78
11/8/2016,2.78
11/9/2016,2.56
11/10/2016,2.56
11/11/2016,2.562450275
11/12/2016,2.544893072
11/13/2016,2.551516519
11/14/2016,2.56
11/15/2016,2.44
11/16/2016,2.44
11/17/2016,2.33
11/18/2016,2.33
11/19/2016,2.328339741
11/20/2016,2.314811931
11/21/2016,2.33
11/22/2016,2.22
11/23/2016,2.11
11/24/2016,2.104618118
11/25/2016,2.11
11/26/2016,2.067986653
11/27/2016,2.06613718
11/28/2016,2.22
11/29/2016,2.22
11/30/2016,2.22
12/1/2016,2.22
12/2/2016,2.22
12/3/2016,2.244574175
12/4/2016,2.235313401
12/5/2016,2.22
12/6/2016,1.89
12/7/2016,1.89
12/8/2016,1.67
12/9/2016,1.67
12/10/2016,1.610399113
12/11/2016,1.574647412
12/12/2016,1.67
12/13/2016,1.44
12/14/2016,1.44
12/15/2016,1.33
12/16/2016,1.33
12/17/2016,1.308870987
12/18/2016,1.29741402
12/19/2016,1.295938448
12/20/2016,1.292390332
12/21/2016,1.287808225
12/22/2016,1.282048092
12/23/2016,1.279557393
12/24/2016,1.276931421
12/25/2016,1.276404992
12/26/2016,1.284929321
12/27/2016,1.289971695
12/28/2016,1.287708268
12/29/2016,1.286169485
12/30/2016,1.284858063
12/31/2016,1.288923577
1/1/2017,1.287567542
1/2/2017,1.296138093
1/3/2017,1.300775454
1/4/2017,1.30338426
1/5/2017,1.300951407
1/6/2017,1.299536184
1/7/2017,1.303353504
1/8/2017,1.299187944
1/9/2017,1.310715184
1/10/2017,1.316640363
1/11/2017,1.321075217
1/12/2017,1.317134962
1/13/2017,1.311781452
1/14/2017,1.327845917
1/15/2017,1.321475313
1/16/2017,1.330267862
1/17/2017,1.352839634
1/18/2017,1.35712348
1/19/2017,1.373002962
1/20/2017,1.388718024
1/21/2017,1.358800665
1/22/2017,1.358800665
1/23/2017,1.358800665
1/24/2017,1.358800665
1/25/2017,1.358800665
1/26/2017,1.358800665
1/27/2017,1.358800665
1/28/2017,1.358816133
1/29/2017,1.358816133
1/30/2017,1.358816133
1/31/2017,1.358816133
2/1/2017,1.358816133
2/2/2017,1.358816133
2/3/2017,1.358816133
2/4/2017,1.358816133
2/5/2017,1.358816133
2/6/2017,1.358816133
2/7/2017,1.358816133
2/8/2017,1.358816133
2/9/2017,1.358830259
2/10/2017,1.358830259
2/11/2017,1.358830259
2/12/2017,1.358830259
2/13/2017,1.358830259
2/14/2017,1.358830259
2/15/2017,1.358830259
2/16/2017,1.358830259
2/17/2017,1.358830259
2/18/2017,1.358830259
2/19/2017,1.358830259
2/20/2017,1.358830259
2/21/2017,1.358843044
2/22/2017,1.358843044
2/23/2017,1.358843044
2/24/2017,1.358843044
2/25/2017,1.358843044
2/26/2017,1.358843044
2/27/2017,1.358843044
2/28/2017,1.358843044
3/1/2017,1.358843044
3/2/2017,1.358843044
3/3/2017,1.358843044
3/4/2017,1.358843044
3/5/2017,1.358853862
3/6/2017,1.358853862
3/7/2017,1.358853862
3/8/2017,1.358853862
3/9/2017,1.358853862
3/10/2017,1.358853862
3/11/2017,1.358853862
3/12/2017,1.358853862
3/13/2017,1.56
3/14/2017,1.56
3/15/2017,1.44
3/16/2017,1.44
3/17/2017,1.44
3/18/2017,1.414778814
3/19/2017,1.433767781
3/20/2017,1.44
3/21/2017,1.44
3/22/2017,1.44
3/23/2017,1.44
3/24/2017,1.44
3/25/2017,1.388293073
3/26/2017,1.452365682
3/27/2017,1.44
3/28/2017,1.33
3/29/2017,1.33
3/30/2017,1.33
3/31/2017,1.33
4/1/2017,1.343727545
4/2/2017,1.325224415
4/3/2017,1.33
4/4/2017,1.33
4/5/2017,1.33
4/6/2017,1.33
4/7/2017,1.33
4/8/2017,1.311561868
4/9/2017,1.260340885
4/10/2017,1.33
4/11/2017,1.33
4/12/2017,1.22
4/13/2017,1
4/14/2017,1
4/15/2017,0.995758579
4/16/2017,1.0473312
4/17/2017,0.83
4/18/2017,0.83
4/19/2017,0.83
4/20/2017,0.83
4/21/2017,0.89
4/22/2017,0.928659008
4/23/2017,0.896341608
4/24/2017,0.94
4/25/2017,0.83
4/26/2017,0.83
4/27/2017,0.78
4/28/2017,0.78
4/29/2017,0.781784416
4/30/2017,0.837978617
5/1/2017,0.78
5/2/2017,0.72
5/3/2017,0.72
5/4/2017,0.72
5/5/2017,0.83
5/6/2017,0.844210327
5/7/2017,0.898017988
5/8/2017,0.83
5/9/2017,0.83
5/10/2017,0.83
5/11/2017,0.83
5/12/2017,0.83
5/13/2017,0.841115639
5/14/2017,0.865427897
5/15/2017,0.83
5/16/2017,0.72
5/17/2017,0.72
5/18/2017,0.72
5/19/2017,0.72
5/20/2017,0.717186899
5/21/2017,0.750147895
5/22/2017,0.83
5/23/2017,0.83
5/24/2017,0.89
5/25/2017,0.89
5/26/2017,0.89
5/27/2017,0.896301911
5/28/2017,0.900525138
5/29/2017,0.904948369
5/30/2017,0.83
5/31/2017,0.83
6/1/2017,0.83
6/2/2017,0.83
6/3/2017,0.831882045
6/4/2017,0.815530405
6/5/2017,0.83
6/6/2017,0.83
6/7/2017,0.83
6/8/2017,0.83
6/9/2017,0.83
6/10/2017,0.83462371
6/11/2017,0.836720661
6/12/2017,0.89
6/13/2017,0.89
6/14/2017,0.94
6/15/2017,0.94
6/16/2017,0.94
6/17/2017,0.949864016
6/18/2017,0.958471045
6/19/2017,1.06
6/20/2017,1.06
6/21/2017,1.06
6/22/2017,1.06
6/23/2017,1.06
6/24/2017,1.064329163
6/25/2017,1.076524899
6/26/2017,1.06
6/27/2017,1.06
6/28/2017,1.06
6/29/2017,1.06
6/30/2017,1.06
7/1/2017,1.058916376
7/2/2017,1.067361758
7/3/2017,1.06
7/4/2017,1.051996992
7/5/2017,1.06
7/6/2017,0.89
7/7/2017,0.89
7/8/2017,0.872558281
7/9/2017,0.893563823
7/10/2017,0.89
7/11/2017,0.83
7/12/2017,0.72
7/13/2017,0.72
7/14/2017,0.72
7/15/2017,0.708307937
7/16/2017,0.728858263
7/17/2017,0.72
7/18/2017,0.72
7/19/2017,0.67
7/20/2017,0.67
7/21/2017,0.67
7/22/2017,0.67888482
7/23/2017,0.710499123
7/24/2017,0.72
7/25/2017,0.67
7/26/2017,0.67
7/27/2017,0.67
7/28/2017,0.67
7/29/2017,0.675539256
7/30/2017,0.705276952
7/31/2017,0.67
8/1/2017,0.72
8/2/2017,0.72
8/3/2017,0.78
8/4/2017,0.78
8/5/2017,0.794786782
8/6/2017,0.821768866
8/7/2017,0.78
8/8/2017,0.78
8/9/2017,0.78
8/10/2017,0.78
8/11/2017,0.78
8/12/2017,0.799292535
8/13/2017,0.822988064
8/14/2017,0.78
8/15/2017,0.78
8/16/2017,0.83
8/17/2017,0.89
8/18/2017,0.89
8/19/2017,0.902543411
8/20/2017,0.92018573
8/21/2017,1
8/22/2017,1
8/23/2017,1
8/24/2017,1.01
8/25/2017,1.01
8/26/2017,1.018687353
8/27/2017,1.028478847
8/28/2017,1.11
8/29/2017,1.11
8/30/2017,1.11
8/31/2017,1.11
9/1/2017,1.11
9/2/2017,1.113592134
9/3/2017,1.125355945
9/4/2017,1.142167226
9/5/2017,1.08
9/6/2017,1.19
9/7/2017,1.19
9/8/2017,1.19
9/9/2017,1.197650597
9/10/2017,1.216164098
9/11/2017,1.19
9/12/2017,1.19
9/13/2017,1.19
9/14/2017,1.19
9/15/2017,1.19
9/16/2017,1.20012717
9/17/2017,1.197062031
9/18/2017,1.22
9/19/2017,1.17
9/20/2017,1.11
9/21/2017,1.11
9/22/2017,0.97
9/23/2017,0.959724084
9/24/2017,0.976281271
9/25/2017,1.03
9/26/2017,1.03
9/27/2017,1.03
9/28/2017,1.11
9/29/2017,1.11
9/30/2017,1.12511535
10/1/2017,1.141531185
10/2/2017,1.14
10/3/2017,1.11
10/4/2017,1.08
10/5/2017,0.96
10/6/2017,0.89
10/7/2017,0.881770418
10/8/2017,0.886471794
10/9/2017,0.89862077
10/10/2017,0.89
10/11/2017,0.89
10/12/2017,0.86
10/13/2017,0.86
10/14/2017,0.860767648
10/15/2017,0.887860284
10/16/2017,0.89
10/17/2017,0.89
10/18/2017,0.89
10/19/2017,0.89
10/20/2017,0.89
10/21/2017,0.89212893
10/22/2017,0.911395237
10/23/2017,0.92
10/24/2017,0.92
10/25/2017,0.89
10/26/2017,1
10/27/2017,0.97
10/28/2017,0.986977921
10/29/2017,1.004949436
10/30/2017,1.22
10/31/2017,1.22
11/1/2017,1.33
11/2/2017,1.33
11/3/2017,1.33
11/4/2017,1.341188029
11/5/2017,1.368588046
11/6/2017,1.44
11/7/2017,1.44
11/8/2017,1.5
11/9/2017,1.5
11/10/2017,1.498985783
11/11/2017,1.516936377
11/12/2017,1.520169423
11/13/2017,1.72
11/14/2017,1.78
11/15/2017,1.83
11/16/2017,2
11/17/2017,2
11/18/2017,2.028118119
11/19/2017,2.068196402
11/20/2017,2.11
11/21/2017,2.11
11/22/2017,2.11
11/23/2017,2.090043173
11/24/2017,1.67
11/25/2017,1.638633118
11/26/2017,1.57629563
11/27/2017,1.67
11/28/2017,1.56
11/29/2017,1.33
11/30/2017,1.11
12/1/2017,1.11
12/2/2017,1.076420382
12/3/2017,1.061695591
12/4/2017,1.11
12/5/2017,1.11
12/6/2017,1.33
12/7/2017,1.28
12/8/2017,1.28
12/9/2017,1.304387674
12/10/2017,1.322746412
12/11/2017,1.22
12/12/2017,1.33
12/13/2017,1.33
12/14/2017,1.17
12/15/2017,1.11
12/16/2017,1.107356713
12/17/2017,1.102634773
12/18/2017,1.22
12/19/2017,1.44
12/20/2017,1.44
12/21/2017,1.44
12/22/2017,1.44
12/23/2017,1.461124257
12/24/2017,1.468276099
12/25/2017,1.488416717
12/26/2017,1.33
12/27/2017,1.33
12/28/2017,1.33
12/29/2017,1.33
12/30/2017,1.315805391
12/31/2017,1.311059937
1/1/2018,1.313029305
1/2/2018,1.56
1/3/2018,1.56
1/4/2018,1.78
1/5/2018,1.78
1/6/2018,1.798833773
1/7/2018,1.823713765
1/8/2018,1.78
1/9/2018,1.791996107
1/10/2018,1.783566818
1/11/2018,1.89
1/12/2018,1.89
1/13/2018,1.890449629
1/14/2018,1.899010167
1/15/2018,1.911379085
1/16/2018,1.916736887
1/17/2018,1.902679071
1/18/2018,1.892026589
1/19/2018,1.87895082
1/20/2018,1.879151986
1/21/2018,1.869637833
1/22/2018,1.879640863
1/23/2018,1.875612543
1/24/2018,1.860839829
1/25/2018,1.838026748
1/26/2018,1.81936358
1/27/2018,1.834379122
1/28/2018,1.81841068
1/29/2018,1.798749373
1/30/2018,1.813778684
1/31/2018,1.804575667
2/1/2018,1.764468954
2/2/2018,1.731753156
2/3/2018,1.740970657
2/4/2018,1.707964287
2/5/2018,1.655803726
2/6/2018,1.67
2/7/2018,1.67
2/8/2018,1.67
2/9/2018,1.67
2/10/2018,1.663780794
2/11/2018,1.656900034
2/12/2018,1.56
2/13/2018,1.56
2/14/2018,1.5
2/15/2018,1.56
2/16/2018,1.56
2/17/2018,1.563551024
2/18/2018,1.551772461
2/19/2018,1.547535375
2/20/2018,1.44
2/21/2018,1.44
2/22/2018,1.44
2/23/2018,1.44
2/24/2018,1.428492681
2/25/2018,1.430461512
2/26/2018,1.44
2/27/2018,1.44
2/28/2018,1.44
3/1/2018,1.33
3/2/2018,1.33
3/3/2018,1.324429587
3/4/2018,1.329091445
3/5/2018,1.44
3/6/2018,1.33
3/7/2018,1.330406264
3/8/2018,1.321733967
3/9/2018,1.3156382
3/10/2018,1.31069319
3/11/2018,1.321298913
3/12/2018,1.33
3/13/2018,1.33
3/14/2018,1.33
3/15/2018,1.33
3/16/2018,1.33
3/17/2018,1.337531642
3/18/2018,1.36585568
3/19/2018,1.33
3/20/2018,1.56
3/21/2018,1.56
3/22/2018,1.55285956
3/23/2018,1.568612353
3/24/2018,1.61017345
3/25/2018,1.610625849
3/26/2018,1.606548533
3/27/2018,1.78
3/28/2018,1.78
3/29/2018,1.78
3/30/2018,1.78
